Soil Order,Mineralogy Class,Texture Class,Genetic Horizons,Soil Depth,pH 1:5 W,pH 1:5 CaCl2,pH 1:1 W,pH 1:2 CaCl2,Extractable Acidity,CEC,CEC Sum Bases,EC 1:2 W
ULTISOLS,,Coarse Loamy,A,60,4.97,4.43,5.2,4.48,5.7951698,8.1518226,6.4,0.162
ULTISOLS,,Coarse Loamy,B,100,4.49,4.16,5.06,4.29,4.7136708,3.6931791,0.6,0.162
ULTISOLS,,Coarse Loamy,B,200,4.5,4.07,5.2,4.28,5.5547813,4.2982184,1.6,0.162
ULTISOLS,,Coarse Loamy,B,350,4.66,4.21,5.28,4.4,5.7801386,6.2975807,3.2,0.162
ULTISOLS,halloysitic,Fine Loamy,A,15,6.33,5.68,6.65,6.09,21.663846,21.3810407,17.7,0.162
ULTISOLS,halloysitic,Clayey,B,30,6.33,5.68,6.27,5.62,22.6237177,20.8010928,11.6,0.162
ULTISOLS,halloysitic,Fine Loamy,B,60,6.3,5.59,6.1,5.5,22.8786644,18.7144069,8.9,0.162
ULTISOLS,halloysitic,Coarse Loamy,B,60,6.2,5.51,6.15,5.34,31.4892919,24.5445024,6.9,0.162
ULTISOLS,halloysitic,Fine Loamy,B,100,6.16,5.46,5.98,5.22,27.2557264,20.1664585,5.7,0.162
ULTISOLS,halloysitic,Fine Loamy,B,200,5.97,5.48,6.17,5.6,13.6921757,13.3179008,5.3,0.162
ULTISOLS,halloysitic,Clayey,B,200,6.1,5.39,5.66,5.24,14.03519,13.1820897,5.5,0.162
ULTISOLS,halloysitic,Fine Loamy,A,60,4.99,4.63,5.12,4.95,51.5910457,19.4720568,2,0.162
ULTISOLS,halloysitic,Clayey,B,100,4.89,4.6,5.09,5.02,27.14782,16.4250259,1.9,0.162
ULTISOLS,halloysitic,Clayey,B,100,5.1,4.64,5.27,5.1,22.5859479,15.5500272,1.9,0.162
ULTISOLS,halloysitic,Clayey,A,200,5.13,4.92,5.32,5.23,19.4479955,15.3136924,2.4,0.162
ULTISOLS,halloysitic,Fine Loamy,B,200,5.3,5,5.52,5.37,20.9239543,18.7382259,4,0.162
ULTISOLS,halloysitic,Fine Loamy,B,350,5.55,5.18,5.52,5.5,18.6476137,17.291114,4.5,0.162
ULTISOLS,kaolinitic,Sandy,C,60,4.83,4.25,5.01,4.47,1.1675724,0.3358352,0.1,0.162
ULTISOLS,kaolinitic,Clayey,B,100,4.81,4.17,5.19,4.41,8.5037029,4.9416736,1.3,0.162
ULTISOLS,kaolinitic,Fine Loamy,B,200,4.75,4.21,5.25,4.43,1.9827061,1.4718903,0.3,0.162
ULTISOLS,kaolinitic,Fine Loamy,C,200,4.72,4.24,5.26,4.43,1.117638,0.7046937,0.02,0.162
ULTISOLS,kaolinitic,Coarse Loamy,C,200,4.76,4.21,5.28,4.39,2.5682788,1.1612965,0.1,0.162
ULTISOLS,kaolinitic,Coarse Loamy,C,200,4.73,4.21,5.22,4.39,1.9838219,1.3171242,0.02,0.162
ULTISOLS,kaolinitic,Coarse Loamy,C,350,4.68,4.13,5.23,4.38,3.1289244,1.3028959,0.1,0.162
ULTISOLS,kaolinitic,Coarse Loamy,A,15,4.69,4.1,4.99,4.14,6.6950361,5.0096545,2,0.162
ULTISOLS,kaolinitic,Coarse Loamy,A,30,5.15,4.49,5.43,4.51,1.1869315,0.8239252,1.5,0.162
ULTISOLS,kaolinitic,Coarse Loamy,B,30,5.14,4.7,5.56,5.47,4.4197123,2.1354205,0.4,0.162
ULTISOLS,kaolinitic,Fine Loamy,B,100,4.77,4.38,5.32,4.42,4.1589238,2.4812168,0.6,0.162
ULTISOLS,kaolinitic,Sandy,B,100,4.47,4.16,4.94,4.26,2.6499423,1.7039664,0.2,0.162
ULTISOLS,kaolinitic,Fine Loamy,B,200,4.52,4.11,5.12,4.22,5.5307699,4.7500993,0.2,0.162
ULTISOLS,kaolinitic,Coarse Loamy,B,350,4.6,4.12,5.29,4.25,4.3133833,4.0407485,0.2,0.162
ULTISOLS,kaolinitic,Sandy,C,350,4.69,4.28,5.26,4.33,1.5342236,1.3608762,0.2,0.162
ULTISOLS,kaolinitic,Coarse Loamy,A,60,4.87,4.28,4.93,4.28,3.1401905,1.8314188,0.2,0.162
ULTISOLS,kaolinitic,Coarse Loamy,B,60,4.66,3.99,4.83,4.01,6.4063924,5.0152569,0.8,0.162
ULTISOLS,kaolinitic,Fine Loamy,B,100,4.51,3.83,4.825,3.905,10.9281296,8.5215134,1.1,0.162
ULTISOLS,kaolinitic,Fine Loamy,B,200,4.38,3.78,4.46,3.8,10.374071,7.4995391,0.6,0.162
ULTISOLS,kaolinitic,Coarse Loamy,B,200,4.29,3.82,4.53,3.85,7.3987656,5.2369705,0.3,0.162
ULTISOLS,kaolinitic,Coarse Loamy,A,15,4.48,4.05,4.67,4.53,11.4613364,8.6154196,3.2,0.162
ULTISOLS,kaolinitic,Coarse Loamy,A,60,4.42,3.92,4.65,4.17,5.2744317,3.3197088,0.6,0.162
ULTISOLS,kaolinitic,Fine Silty,B,60,4.3,3.71,4.53,4.39,12.4346662,9.6394309,0.7,0.162
ULTISOLS,kaolinitic,Fine Silty,B,100,4.35,3.75,4.52,4.32,11.7148074,9.4386541,0.6,0.162
ULTISOLS,kaolinitic,Fine Silty,B,100,4.36,3.75,4.61,4.25,11.4750548,9.0749252,0.6,0.162
VERTISOLS,kaolinitic,Clayey,O,15,5.88,5.51,6.02,5.92,,70.858369,92.9,2.966
VERTISOLS,kaolinitic,Clayey,A,60,6.72,5.82,6.74,6.48,7.4485509,40.2416106,39.3,2.966
VERTISOLS,kaolinitic,Clayey,A,100,6.05,5.47,5.77,5.21,15.734377,36.0050111,30.8,2.966
VERTISOLS,kaolinitic,Fine Loamy,B,200,5.14,4.79,5,4.69,23.824324,34.5127464,23.7,2.966
VERTISOLS,kaolinitic,Fine Loamy,B,200,5.24,4.9,5.27,4.98,20.0775755,39.4103337,29.3,2.966
VERTISOLS,kaolinitic,Fine Loamy,B,200,6.1,5.42,6.03,5.74,13.6384391,42.2878233,36.3,2.966
VERTISOLS,kaolinitic,Clayey,B,200,6.88,6.14,6.62,6.46,12.2762314,50.2659873,43.5,2.966
VERTISOLS,kaolinitic,Coarse Loamy,A,30,5.87,5.18,5.88,5.44,7.672215,16.6506352,15.5,2.966
VERTISOLS,mixed,Clayey,A,15,8.58,7.63,8.12,7.57,,24.2122248,60.4,2.966
VERTISOLS,mixed,Clayey,B,60,9.27,8.03,8.65,7.92,,15.4805968,35.5,2.966
VERTISOLS,mixed,Clayey,B,100,8.53,7.95,7.88,7.84,,38.3447301,72.3,2.966
VERTISOLS,mixed,Clayey,B,100,8.05,7.59,7.75,7.7,,41.3566266,73.3,2.966
VERTISOLS,mixed,Clayey,C,200,9.14,7.98,8.04,7.87,2.4912651,41.7333153,46.3,2.966
VERTISOLS,mixed,Clayey,C,200,9.3,7.92,8.19,7.9,1.7751202,37.5756504,45.2,2.966
VERTISOLS,smectitic,Clayey,A,30,7.5,6.72,6.76,6.69,7.3578287,47.6414195,49.9,2.966
VERTISOLS,smectitic,Clayey,B,60,8.21,7.47,7.97,7.69,5.0984481,47.9657942,53.5,2.966
VERTISOLS,smectitic,Clayey,B,100,8.62,7.79,8,7.82,4.4507915,45.8804232,62.7,2.966
VERTISOLS,smectitic,Clayey,B,200,8.79,7.96,8.08,7.95,4.3861629,45.7353318,64.4,2.966
VERTISOLS,smectitic,Clayey,B,200,8.88,8.01,8.26,8.02,2.21392,29.8435952,65.5,2.966
VERTISOLS,smectitic,Coarse Loamy,C,200,8.42,7.55,8.18,7.37,3.2411018,34.12176,35.2,2.966
VERTISOLS,smectitic,Clayey,B,100,6.08,5.12,6.03,5.3,12.2214126,33.1508226,30.5,2.966
VERTISOLS,smectitic,Clayey,B,200,6.75,5.88,6.76,6.3,7.8602016,19.7575166,24.2,2.966
VERTISOLS,smectitic,Fine Silty,A,15,6.97,6.21,6.88,6.63,9.4769798,35.7769998,36.3,2.966
VERTISOLS,smectitic,Clayey,A,30,7.56,6.54,7.39,7.03,4.807978,40.2973276,42.4,2.966
VERTISOLS,smectitic,Clayey,A,60,7.88,6.75,7.78,7.16,4.1577461,38.4531109,45.4,2.966
VERTISOLS,smectitic,Clayey,B,100,8.4,7.43,8.01,7.41,3.5317891,36.171452,51.4,2.966
VERTISOLS,smectitic,Clayey,B,200,8.65,7.71,8.1,7.58,2.348135,33.4456594,56,2.966
VERTISOLS,smectitic,Clayey,B,200,8.72,7.75,8.21,7.64,2.2278869,36.1367454,67.2,2.966
VERTISOLS,smectitic,Clayey,B,200,8.72,7.76,8.28,7.71,4.6307172,35.7518358,49.6,2.966
VERTISOLS,smectitic,Clayey,B,350,8.48,7.39,7.88,7.53,3.0403601,34.5391494,42.6,2.966
VERTISOLS,smectitic,Clayey,A,30,8.7,7.7,8.16,7.58,,35.8640242,71.4,2.966
VERTISOLS,smectitic,Clayey,B,60,9.33,8.08,8.43,7.89,,35.9898399,71.8,2.966
VERTISOLS,smectitic,Clayey,B,100,8.85,8.03,7.98,7.87,,33.4727816,75.9,2.966
VERTISOLS,smectitic,Fine Loamy,A,15,4.91,4.33,5.25,4.28,18.8016608,18.7012414,10,2.966
VERTISOLS,smectitic,Fine Loamy,B,30,4.73,3.73,4.97,3.89,14.6138995,14.3003101,8,2.966
VERTISOLS,smectitic,Clayey,B,60,4.65,3.44,4.9,3.62,27.3883887,29.9300878,8.1,2.966
VERTISOLS,smectitic,Clayey,B,100,4.56,3.33,4.79,3.56,35.4754857,38.9007633,11.9,2.966
VERTISOLS,smectitic,Clayey,B,100,4.33,3.26,4.27,3.55,28.3799398,37.6509289,13.2,2.966
VERTISOLS,smectitic,Clayey,B,200,4.03,3.27,3.96,3.56,28.6663154,37.325861,19.3,2.966
VERTISOLS,smectitic,Clayey,C,200,4.02,3.51,3.93,3.66,19.3266159,21.3091006,14.7,2.966
