@begin get_site_from_NASIS
nasissitename|grpname|siteiid|peiid|usiteid|upedonid|pedlabsampnum|rcasiteid|taxonname|descname|obsdate|obsdatekind|areasymbol|mlra|utmzone|utmeasting|utmnorthing|x|y|horizdatnm|x_std|y_std|geocoordsource|gpspositionalerror|peqcstatus|peqastatus|undisclosed|pedontype|pedonpurpose|labdatadescflag|osdtypelocflag|erocl|drainagecl|flodfreqcl|floddurcl|flodmonthbeg|pondfreqcl|ponddurcl|pondmonthbeg|elev|slope|aspect|earthcovkind1|earthcovkind2|plantassocnm|bedrckdepth|bedrckkind|bedrckhardness|pmkind|pmorigin|landscape|landform|hillslopeprof|geomslopeseg|shapeacross|shapedown|slopecomplex|geomposhill|geomposmntn|geompostrce|geomposflats|classdate|classtype|classifier|taxonname_recent|localphase|taxonkind|seriesstatus|taxclname|taxorder|taxsuborder|taxgrtgroup|taxsubgrp|taxpartsize|taxpartsizemod|taxceactcl|taxreaction|taxtempcl|taxmoistscl|soiltaxedition|psctopdepth|pscbotdepth|surface_total_frags_pct_nopf|surface_total_frags_pct|surface_unspecified|surface_fine_gravel|surface_gravel|surface_cobbles|surface_stones|surface_boulders|surface_flagstones|surface_channers|surface_parafine_gravel|surface_paragravel|surface_paracobbles|surface_parastones|surface_paraboulders|surface_paraflagstones|surface_parachanners|
1092632|4718240|2||2|5|5|
1092633|4718243|2||2|1|3|
1092633|4718244|2||2|3|5|
1092633|4718245|2||2|4|4|
1092633|4718246|2||2|3|4|
1092633|4718247|2||2|3|5|
1092633|4718248|2||2|3|4|
1092634|4718250|1||2|5|5|
1092634|4718250|2||2|3|5|
1092634|4718251|1||2|6|5|
1092634|4718251|2||2|3|6|
1092634|4718252|1||2|6|5|
1092634|4718252|2||2|4|6|
1092634|4718253|1||2|7|5|
1092634|4718253|2||2|4|6|
1092636|4718256|1||2|4|2|
1092636|4718256|2||2|3|2|
1092636|4718257|1||2|4|5|
1092636|4718257|2||2|3|5|
1092636|4718258|1||2|4|6|
1092636|4718258|2||2|3|6|
1092636|4718259|1||2|5|5|
1092636|4718259|2||2|3|6|
1092636|4718260|1||11|5|5|
1092636|4718260|2||11|3|5|
1092637|4718261|2||2|3|4|
1092637|4718262|2||2|3|3|
1092637|4718263|2||2|3|3|
1092637|4718264|2||2|6|4|
1092637|4718265|1|||1||
1092637|4718265|2||2|3|4|
1092638|4718266|2||2|3|4|
1092638|4718267|2||2|3|3|
1092638|4718268|2||2|3|4|
1092639|4718270|2||2|5|4|
1092639|4718271|2||2|3|5|
1092639|4718272|2||2|4|4|
1092639|4718273|1||2|4|4|
1092639|4718273|2||2|3|4|
1092639|4718274|2||2|3|4|
1092639|4718275|2||2|3|4|
1092640|4718277|1||2|4|3|
1092640|4718277|2||2|3|4|
1092640|4718278|1||2|4|6|
1092640|4718278|2||2|3|5|
1092640|4718279|1||2|5|6|
1092640|4718279|2||2|3|5|
1092640|4718280|1||2|5|6|
1092640|4718280|2||2|3|6|
1092641|4718282|2||2|1|3|
1092641|4718283|2||2|3|5|
1092641|4718284|2||2|3|6|
1092641|4718285|2||2|4|5|
1092641|4718286|2||2|4|4|
1092643|4718288|2||2|1|2|
1092643|4718289|2||2|1|2|
1092643|4718290|2||2|1|2|
1092643|4718291|2||2|1|2|
1092643|4718292|1||11|2|4|
1092643|4718292|2||2|1|3|
1092643|4718293|2||2|5|4|
1092643|4718294|2||2|4|4|
1092644|4718296|1||2|3|4|
1092644|4718296|2||2|1|3|
1092644|4718297|1||2|4|4|
1092644|4718297|2||2|3|4|
1092644|4718298|2||2|4|4|
1092645|4718301|2||2|4|4|
1092645|4718302|2||2|3|5|
1092645|4718303|2||2|4|6|
1092645|4718304|2||3|4|5|
1092645|4718305|2||3|5|4|
1092646|4718307|2||2|1|3|
1092646|4718308|2||2|3|6|
1092646|4718309|1||15|||
1092646|4718309|2||2|4|6|
1092647|4718311|2||2|3|4|
1092647|4718312|2||2|3|3|
1092647|4718313|2||2|3|5|
1092647|4718314|1||3|||
1092647|4718314|2||2|3|6|
1092647|4718315|2||2|4|5|
1092648|4718317|1||2|4|4|
1092648|4718317|2||2|3|4|
1092648|4718318|1||2|5|5|
1092648|4718318|2||2|3|5|
1092649|4718322|2||2|1|2|
1092649|4718323|2||11|2|4|
1092649|4718324|2||2|4|5|
1092649|4718325|2||2|5|5|
1092650|4718327|1||2|5|4|
1092650|4718327|2||2|4|4|
1092650|4718328|1||2|5|6|
1092650|4718328|2||11|3|5|
1092650|4718329|1||2|6|5|
1092650|4718329|2||2|4|5|
1092650|4718330|1||2|6|4|
1092650|4718330|2||2|5|5|
1092660|4718331|2||2|3|3|
1092660|4718332|2||2|1|3|
1092660|4718333|2||2|3|4|
1092660|4718334|2||2|3|5|
1092660|4718335|2||2|3|6|
1092661|4718336|2||2|3|3|
1092661|4718337|2||2|4|2|
1092661|4718338|2||3|3|4|
1092661|4718339|2||3|3|4|
1092662|4718341|2||3|3|3|
1092662|4718342|2||3|3|4|
1092662|4718343|2||3|4|5|
1092663|4718345|2||2|3|3|
1092663|4718346|2||3|3|4|
1092663|4718347|2||3|4|3|
1092663|4718348|2||3|5|4|
1092665|4718350|2||2|3|3|
1092665|4718351|2||2|4|4|
1092665|4718352|2||2|3|5|
1092665|4718353|2||2|5|4|
1092665|4718354|2||2|5|4|
1092666|4718355|2||2|3|3|
1092666|4718356|2||2|3|2|
1092666|4718357|2||2|3|3|
1092666|4718358|2||2|3|5|
1092667|4718361|2||2|4|4|
1092667|4718362|2||2|5|4|
1092667|4718363|2||2|5|4|
1092667|4718364|2||2|4|5|
1092667|4718365|2||2|4|5|
1092667|4718366|2||2|5|5|
1154992|5685260|1||2|3|3|
1154992|5685260|2||2|1|2|
1154992|5685261|1||2|5|3|
1154992|5685261|2||2|3|3|
1154992|5685262|1||2|6|4|
1154992|5685262|2||2|4|4|
1154992|5685263|1||2|6|3|
1154992|5685263|2||2|5|3|
1154993|5685264|1||2|4|3|
1154993|5685264|2||2|3|2|
1154993|5685265|1||3|5|3|
1154993|5685265|2||2|3|3|
1154993|5685266|1||3|5|3|
1154993|5685266|2||3|3|4|
1154993|5685267|1||3|5|3|
1154993|5685267|2||3|4|3|
1154994|5685268|1||2|4|3|
1154994|5685268|2||11|2|3|
1154994|5685269|1||11|3|3|
1154994|5685269|2||11|2|3|
1154994|5685270|1||11|3|4|
1154994|5685270|2||11|2|2|
1154994|5685271|1||11|4|4|
1154994|5685271|2||11|3|3|
1154995|5685273|1||2|1|3|
1154995|5685273|2||2|1|2|
1154995|5685274|1||2|3|3|
1154995|5685274|2||11|2|4|
1154996|5685277|2||11|2|2|
1154996|5685278|1||2|3|3|
1154996|5685278|2||2|3|3|
1154996|5685279|1||2|3|4|
1154996|5685279|2||2|3|3|
1154996|5685280|1||2|4|5|
1154996|5685280|2||11|2|4|
1154997|5685281|2||2|3|3|
1154997|5685282|2||2|3|4|
1154997|5685283|2||11|3|4|
1154997|5685284|2||11|3|4|
1154999|5685287|1||2|4|3|
1154999|5685287|2||2|1|3|
1154999|5685288|1||2|5|4|
1154999|5685288|2||2|4|3|
1154999|5685289|1||2|5|3|
1154999|5685289|2||2|4|2|
1155000|5685292|2||2|1|3|
1155000|5685293|2||2|3|2|
1155000|5685294|2||2|5|3|
1155000|5685295|2||2|4|3|
1155001|5685298|2||2|1|3|
1155001|5685299|2||2|3|3|
1155001|5685300|2||2|4|5|
1155001|5685301|2||3|4|3|
1155002|5685302|2||2|3|2|
1155002|5685303|2||2|4|3|
1155002|5685304|2||3|4|2|
1155002|5685305|2||2|4|3|
1155003|5685308|1||11|4|4|
1155003|5685308|2||11|3|3|
1155003|5685309|1||11|5|5|
1155003|5685309|2||11|3|5|
1155003|5685310|1||2|6|4|
1155003|5685310|2||2|4|4|
1155004|5685312|1||2|3|4|
1155004|5685312|2||2|1|2|
1155004|5685313|1||2|5|4|
1155004|5685313|2||2|4|4|
1155004|5685314|1||2|6|4|
1155004|5685314|2||2|5|5|
1155005|5685316|2||2|1|3|
1155005|5685317|2||2|3|4|
1155005|5685318|2||2|3|3|
1155005|5685319|2||2|4|3|
1155007|5685321|1||11|4|3|
1155007|5685321|2||11|3|3|
1155007|5685322|1||2|4|3|
1155007|5685322|2||11|3|2|
1155008|5685325|2||2|4|3|
1155008|5685326|2||2|4|4|
1155008|5685327|2||2|4|5|
1155008|5685328|2||2|4|6|
1155008|5685329|2||2|3|6|
1155010|5685332|2||11|2|2|
1155010|5685333|2||11|3|5|
1155010|5685334|2||2|4|5|
1155010|5685335|2||2|4|4|
1155010|5685336|2||2|4|3|
1155011|5685337|2||2|4|3|
1155011|5685338|2||2|4|3|
1155011|5685339|2||2|5|3|
1155011|5685340|2||2|4|3|
1155012|5685342|2||2|3|3|
1155012|5685343|2||2|4|3|
1155012|5685344|2||2|4|4|
1155012|5685345|2||2|5|4|
1155013|5685347|2||2|4|3|
1155013|5685348|2||2|3|5|
1155013|5685349|2||2|5|5|
1155013|5685350|2||2|6|5|
1155013|5685351|2||2|5|4|
1155014|5685353|2||2|3|4|
1155014|5685354|2||2|4|4|
1155014|5685355|2||2|4|3|
1155014|5685356|2||2|5|3|
1155015|5685358|2||11|4|4|
1155015|5685359|2||2|4|5|
1155015|5685360|2||2|5|5|
1155015|5685361|2||2|5|4|
1155016|5685363|2||11|3|3|
1155016|5685364|2||11|4|3|
1155016|5685365|2||11|3|4|
1155017|5685367|2||2|3|3|
1155017|5685368|2||2|3|2|
1155017|5685369|2||2|3|4|
1155017|5685370|2||2|3|6|
1155017|5685371|2||2|5|5|
1155018|5685372|1||2|3|3|
1155018|5685372|2||2|1|3|
1155018|5685373|1||2|3|4|
1155018|5685373|2||2|1|3|
1155018|5685374|1||2|5|4|
1155018|5685374|2||2|4|4|
1155018|5685375|1||2|6|5|
1155018|5685375|2||2|5|4|
1155019|5685377|2||2|3|2|
1155019|5685378|2||2|4|3|
1155019|5685379|2||2|5|3|
1155020|5685381|2||2|1|3|
1155020|5685382|2||2|3|4|
1155020|5685383|2||2|3|5|
1155020|5685384|2||2|4|4|
1155021|5685387|2||11|2|2|
1155021|5685388|2||2|4|5|
1155021|5685389|2||2|5|5|
1155021|5685390|2||2|6|4|
1155021|5685391|2||3|5|3|
1155022|5685393|2||2|1|3|
1155022|5685394|2||2|3|4|
1155022|5685395|2||2|3|5|
1155022|5685396|2||2|3|5|
1155022|5685397|2||2|4|5|
1155023|5685399|2||2|3|3|
1155023|5685400|2||2|3|5|
1155023|5685401|2||2|3|6|
1155023|5685402|2||2|4|4|
1155024|5685405|2||2|1|2|
1155024|5685406|2||2|3|3|
1155024|5685407|2||2|3|4|
1155024|5685408|2||2|4|4|
1155025|5685410|2||2|1|3|
1155025|5685411|2||2|3|3|
1155025|5685412|2||2|4|5|
1155025|5685413|2||2|4|4|
1155027|5685415|2||11|4|3|
1155027|5685416|2||11|4|5|
1155027|5685417|2||11|4|4|
1155027|5685418|2||11|5|4|
1155028|5685420|2||11|5|3|
1155028|5685421|2||2|3|6|
1155028|5685422|2||2|4|4|
1155028|5685423|2||2|4|5|
1155029|5685426|1||2|7|3|
1155029|5685426|2||2|6|4|
1155029|5685427|1|50|2|6|4|
1155029|5685427|1|50|2|8|3|
1155029|5685427|2|50|2|6|4|
1155029|5685427|2|50|2|5|5|
1155029|5685428|2||2|5|5|
1155029|5685429|2||3|4|4|
1155030|5685433|2||2|5|4|
1155030|5685434|1||11|4|4|
1155030|5685434|2||11|5|4|
1155030|5685435|2||2|4|4|
1155030|5685436|2||2|4|4|
1155031|5685438|2||3|4|2|
1155031|5685439|2||3|5|2|
1155031|5685440|2||3|5|4|
1161192|5725861|1||2|||
1161192|5725861|2||2|1|3|
1161192|5725862|1||2|||
1161192|5725862|2||2|3|4|
1161192|5725863|1||2|||
1161192|5725863|2||2|3|5|
1161192|5725864|1||2|||
1161192|5725864|2||2|3|3|
1161193|5725866|2||2|1|3|
1161193|5725867|2||2|3|4|
1161193|5725868|2||11|3|4|
1161193|5725869|2||2|5|4|
1161194|5725870|2||2|1|2|
1161194|5725871|2||2|3|3|
1161194|5725872|2||2|4|3|
1161195|5725873|2||2|1|2|
1161195|5725874|2||2|3|3|
1161195|5725875|2||2|5|4|
1161195|5725876|2||2|||
1161196|5725877|2||2|1|3|
1161196|5725878|2||2|3|3|
1161196|5725879|2||2|5|4|
1161197|5725881|2||2|3|3|
1161197|5725882|2||2|3|4|
1161197|5725884|2||2|1|3|
1161198|5725885|2||2|||
1161198|5725886|1||2|5|3|
1161198|5725886|2||2|3|4|
1161198|5725887|1||2|5|4|
1161198|5725887|2||2|4|4|
1161198|5725888|1||2|6|3|
1161198|5725888|2||2|5|4|
1161198|5725889|1||2|6|3|
1161198|5725889|2||2|5|4|
1161199|5725892|2||11|4|3|
1161199|5725893|2||11|5|5|
1161199|5725894|2||11|6|5|
1161199|5725895|2||11|6|4|
1161200|5725896|2||2|||
1161200|5725898|2||2|1|2|
1161200|5725899|2||2|5|4|
1161200|5725900|2||2|6|4|
1161200|5725901|2||11|5|4|
1161201|5725903|2||2|1|3|
1161201|5725904|2||2|3|3|
1161201|5725905|2||2|4|4|
1161201|5725906|2||2|3|4|
1161202|5725909|2||2|4|3|
1161202|5725910|2||2|4|3|
1161202|5725911|2||2|3|3|
1161202|5725912|2||2|3|3|
1161203|5725913|2||2|||
1161203|5725914|2||2|1|3|
1161203|5725915|2||2|1|3|
1161203|5725916|2||2|1|3|
1161203|5725917|2||2|4|3|
1161203|5725918|2||2|3|3|
1161204|5725921|2||2|1|2|
1161204|5725922|2||2|1|2|
1161204|5725923|2||2|3|2|
1161204|5725924|2||2|3|3|
1161204|5725925|2||2|3|3|
1161204|5725926|2||2|3|3|
1161205|5725928|2||2|1|2|
1161205|5725929|2||2|3|4|
1161206|5725933|2||2|1|3|
1161206|5725934|2||11|3|3|
1161206|5725935|2||11|3|3|
1161206|5725936|2||11|3|3|
1161207|5725937|2||11|4|4|
1161207|5725940|2||11|3|3|
1161208|5725941|2||2|1|2|
1161208|5725942|2||2|1|2|
1161208|5725943|2||2|3|3|
1161208|5725944|2||2|4|4|
1161209|5725945|2||2|4|4|
1161209|5725946|2||2|5|4|
1161209|5725947|2||2|5|5|
1161210|5725949|1||2|4|2|
1161210|5725949|2||2|1|2|
1161210|5725950|1||2|5|3|
1161210|5725950|2||2|3|3|
1161211|5725952|1||2|4|2|
1161211|5725952|2||2|1|2|
1161211|5725953|1||2|4|3|
1161211|5725953|2||2|3|2|
1161211|5725954|1||2|5|3|
1161211|5725954|2||2|4|3|
1161212|5725955|1||2|4|2|
1161212|5725955|2||2|1|3|
1161212|5725956|1||2|4|2|
1161212|5725956|2||2|1|3|
1161212|5725957|1||2|4|3|
1161212|5725957|2||2|3|4|
1161212|5725958|1||2|5|5|
1161212|5725958|2||2|4|3|
1161213|5725959|1||2|4|2|
1161213|5725959|2||2|1|3|
1161213|5725960|1||2|7|3|
1161213|5725960|2||2|5|3|
1161213|5725961|1||2|7|3|
1161213|5725961|2||2|6|3|
1161214|5725963|1||2|4|2|
1161214|5725963|2||2|1|2|
1161214|5725964|1||2|4|2|
1161214|5725964|2||2|1|2|
1161214|5725965|1||2|6|4|
1161214|5725965|2||2|4|3|
1161214|5725966|1||2|7|3|
1161214|5725966|2||2|5|4|
1161215|5725967|2||2|1|2|
1161215|5725968|2||2|3|2|
1161215|5725969|2||2|3|2|
1161215|5725970|1||2|6|2|
1161215|5725970|2||2|4|2|
1161216|5725971|2||2|4|3|
1161216|5725972|2||2|4|4|
1161216|5725973|2||3|5|4|
1161217|5725975|2||2|1|3|
1161217|5725976|2||2|4|3|
1161218|5725978|2||2|1|3|
1161218|5725979|2||2|3|4|
1161218|5725980|2||2|4|5|
1161218|5725981|2||2|4|5|
1161218|5725982|2||11|3|5|
1161219|5725983|2||2|3|3|
1161219|5725984|2||2|3|4|
1161219|5725985|2||2|4|4|
1161220|5725988|2||2|1|2|
1161220|5725989|2||2|3|4|
1161220|5725990|2||2|4|4|
1161220|5725991|2||2|5|4|
1161221|5725992|2||2|1|2|
1161221|5725993|2||2|1|3|
1161221|5725994|2||2|3|3|
1161222|5725995|2||2|4|3|
1161222|5725996|2||2|4|2|
@end get_phcolor_from_NASIS

