@begin get_site_from_NASIS
nasissitename|grpname|siteiid|peiid|usiteid|upedonid|pedlabsampnum|rcasiteid|taxonname|descname|obsdate|obsdatekind|areasymbol|mlra|utmzone|utmeasting|utmnorthing|x|y|horizdatnm|x_std|y_std|geocoordsource|gpspositionalerror|peqcstatus|peqastatus|undisclosed|pedontype|pedonpurpose|labdatadescflag|osdtypelocflag|erocl|drainagecl|flodfreqcl|floddurcl|flodmonthbeg|pondfreqcl|ponddurcl|pondmonthbeg|elev|slope|aspect|earthcovkind1|earthcovkind2|plantassocnm|bedrckdepth|bedrckkind|bedrckhardness|pmkind|pmorigin|landscape|landform|hillslopeprof|geomslopeseg|shapeacross|shapedown|slopecomplex|geomposhill|geomposmntn|geompostrce|geomposflats|classdate|classtype|classifier|taxonname_recent|localphase|taxonkind|seriesstatus|taxclname|taxorder|taxsuborder|taxgrtgroup|taxsubgrp|taxpartsize|taxpartsizemod|taxceactcl|taxreaction|taxtempcl|taxmoistscl|soiltaxedition|psctopdepth|pscbotdepth|surface_total_frags_pct_nopf|surface_total_frags_pct|surface_unspecified|surface_fine_gravel|surface_gravel|surface_cobbles|surface_stones|surface_boulders|surface_flagstones|surface_channers|surface_parafine_gravel|surface_paragravel|surface_paracobbles|surface_parastones|surface_paraboulders|surface_paraflagstones|surface_parachanners|
1092633|4718248||C'2||66|104|GR-FSL|11||13.0|25|62.0|20|20|20|||||||||||||||20|6.2|5|1|1||3|2||
1092634|4718249||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1092634|4718250||E||4|14|GRV-SL|10||11.0|31|58.0|40|40|40|||||||||||||||40|5.2|5|2|2||3|2||
1092634|4718251||Bw1||14|25|GRV-SL|10||10.0|30|60.0|45|45|45|||||||||||||||45|5.6|5|2|2||3|2||
1092634|4718252||Bw2||25|56|GRV-SL|10||12.0|23|65.0|40|40|40|||||||||||||||40|6.0|5|3|3||3|2||
1092634|4718253||C||56|74|GRV-LS|6||6.0|17|77.0|50|50|50|||||||||||||||50|6.1|5|4|3||2|2||
1092634|4718254||2R||74|84|BR||47||||||||||||||||||||||||||||||
1092636|4718255||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1092636|4718256||E||4|10|ASHY-GR-L|13||14.0|38|48.0|25|25|25|||||||||||||||25|5.2|5|2|2||3|2||
1092636|4718257||Bw1||10|30|ASHY-GRV-L|13||13.0|42|45.0|30|30|30|||||||||||||||30|5.4|5|2|2||3|2||
1092636|4718258||Bw2||30|41|ASHY-GRV-L|13||12.0|46|42.0|45|45|45|||||||||||||||45|5.4|5|2|3||3|3||
1092636|4718259||2C1||41|62|GRX-SL|10||12.0|21|67.0|65|65|65|||||||||||||||65|5.8|5|1|1||2|2||
1092636|4718260||2C2||62|100|GRX-SL|10||5.0|15|80.0|70|70|70|||||||||||||||70|6.0|5|1|1||2|2||
1092637|4718261||Oa1||0|9|MK-SIL|14||15.0|70|15.0|||||||||||||||||||6.0|5||||1|1||
1092637|4718262||Oa2||9|24|MK-SIL|14||17.0|65|18.0|||||||||||||||||||6.2|5||||1|1||
1092637|4718263||Oa3||24|46|MK-SIL|14||18.0|64|18.0|||||||||||||||||||6.2|5||||1|1||
1092637|4718264||2C||46|64|ASHY-SIL|14||8.0|80|12.0|||||||||||||||||||6.4|5||||3|2||
1092637|4718265||Oa4||64|110|PT-STV-SIL|14||10.0|75|15.0||40|40|||||||||||||||40|6.4|5||||1|3||
1092638|4718266||Oa1||0|19|MK-SIL|14||15.0|70|15.0|||||||||||||||||||6.0|5||||1|1||
1092638|4718267||Oa2||19|54|MK-SIL|14||16.0|66|18.0|||||||||||||||||||6.2|5||||1|1||
1092638|4718268||Oa3||54|110|PT-SIL|14||10.0|74|16.0|||||||||||||||||||6.4|5||||1|3||
1092639|4718269||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1092639|4718270||E||4|8|ASHY-L|13||14.0|36|50.0|5|5|5|||||||||||||||5|5.6|5|2|2||3|3||
1092639|4718271||Bw1||8|17|ASHY-GRV-SL|10||13.0|25|62.0|30|30|30|||||||||||||||30|6.0|5|2|2||3|2||
1092639|4718272||2Bw2||17|28|ASHY-GRV-SL|10||11.0|24|65.0|40|40|40|||||||||||||||40|6.6|5|2|3||3|2||
1092639|4718273||2C1||28|41|GRX-LCOS|5||5.0|17|78.0|70|70|70|||||||||||||||70|7.2|5|1|1||2|2||
1092639|4718274||2C2||41|61|GRX-LCOS|5||5.0|15|80.0|65|65|65|||||||||||||||65|7.4|5|1|1||2|2||
1092639|4718275||2C3||61|100|GRX-LCOS|5||5.0|13|82.0|80|80|80|||||||||||||||80|7.6|5|1|1||2|2||
1092640|4718276||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1092640|4718277||E||4|13|ASHY-GRV-L|13||12.0|38|50.0|50|50|50|||||||||||||||50|5.2|5|2|2||2|2||
1092640|4718278||Bw1||13|27|ASHY-GR-SL|10||11.0|31|58.0|30|30|30|||||||||||||||30|5.8|5|2|2||3|2||
1092640|4718279||Bw2||27|48|ASHY-GRV-SL|10||12.0|33|55.0|45|45|45|||||||||||||||45|6.0|5|2|2||3|2||
1092640|4718280||2Bt||48|75|GRX-SCL|16||21.0|29|50.0|70|70|70|||||||||||||||70|5.6|5|3|3||1|1||
1092641|4718281||Oi||0|5|SPM||44||||||||||||||||||||||||||||||
1092641|4718282||E||5|15|ASHY-GRV-L|13||12.0|41|47.0|35|35|35|||||||||||||||35|5.4|5|2|2||3|2||
1092641|4718283||Bw1||15|32|ASHY-GRV-L|13||11.0|39|50.0|40|40|40|||||||||||||||40|5.4|5|2|2||2|2||
1092641|4718284||Bw2||32|48|ASHY-GRV-L|13||12.0|33|55.0|40|40|40|||||||||||||||40|5.6|5|2|3||2|2||
1092641|4718285||2EBt||48|73|GRV-SCL|16||20.0|20|60.0|55|55|55|||||||||||||||55|5.6|5|4|4||1|3||
1092641|4718286||2Bt||73|100|GRX-SCL|16||22.0|13|65.0|60|60|60|||||||||||||||60|6.0|5|5|4||1|1||
1092643|4718287||Oi||0|14|SPM||44||||||||||||||||||||||||||||||
1092643|4718288||A1||14|23|SIL|14||10.0|70|20.0||5|5|||||||||||||||5|6.6|5|2|2||2|2||
1092643|4718289||A2||23|35|SIL|14||12.0|65|23.0|5|5|5|||||||||||||||5|6.6|5|2|2||2|2||
1092643|4718290||A3||35|43|SIL|14||35.0|22|43.0|12|12|12|||||||||||||||12|6.6|5|2|2||3|2||
1092643|4718291||A4||43|59|GR-SIL|14||12.0|58|30.0|30|30|30|||||||||||||||30|6.6|5|2|2||3|2||
1092643|4718292||2C||59|77|ASHY-GR-SIL|14||13.0|54|33.0|25|25|25|||||||||||||||25|6.7|5|2|2||3|3||
1092643|4718293||3Bw||77|88|GR-L|13||24.0|36|40.0|25|25|25|||||||||||||||25|6.7|5|3|3||1|1||
1092643|4718294||3C||88|110|GRX-SL|10||19.0|19|62.0|60|60|60|||||||||||||||60|6.7|5|1|1||1|1||
1092644|4718295||Oi||0|5|SPM||44||||||||||||||||||||||||||||||
1092644|4718296||A||5|23|GR-L|13||10.0|50|40.0|30|30|30|||||||||||||||30|6.2|5|2|2||2|2||
1092644|4718297||Bw||23|30|GRV-L|13||13.0|42|45.0|45|45|45|||||||||||||||45|6.6|5|3|3||3|3||
1092644|4718298||C||30|100|GRX-LCOS|5||5.0|15|80.0|75|75|75|||||||||||||||75|6.8|5|1|1||2|2||
1092645|4718299||Oi||0|5|SPM||44||||||||||||||||||||||||||||||
1092645|4718300||Oe||5|9|MPM||45||||||||||||||||||||||||||||||
1092645|4718301||E||9|20|ASHY-GRV-L|13||10.0|48|42.0|55|55|55|||||||||||||||55|5.3|5|2|2||2|2||
1092645|4718302||Bw1||20|33|ASHY-GRV-L|13||11.0|50|39.0|55|55|55|||||||||||||||55|6.0|5|2|2||2|2||
1092645|4718303||Bw2||33|58|ASHY-GRX-L|13||10.0|42|48.0|70|70|70|||||||||||||||70|6.3|5|2|3||2|2||
1092645|4718304||2Bw3||58|88|STX-SL|10||9.0|21|70.0|70|70|70|||||||||||||||70|6.0|5|3|3||2|2||
1092645|4718305||2C||88|110|STX-COSL|9||8.0|17|75.0|75|75|75|||||||||||||||75|6.0|5|1|1||2|2||
1092646|4718306||Oi||0|7|SPM||44||||||||||||||||||||||||||||||
1092646|4718307||A||7|27|ASHY-GR-L|13||11.0|29|60.0|25|25|25|||||||||||||||25|5.2|5|3|3||2|2||
1092646|4718308||Bw||27|38|ASHY-GRV-L|13||12.0|37|51.0|35|35|35|||||||||||||||35|5.4|5||2||2|2||
1092646|4718309||2BC||38|100|GRV-SL|10||10.0|23|67.0|55|55|55|||||||||||||||55|5.6|5|2|2||2|2||
1092647|4718310||Oi||0|6|SPM||44||||||||||||||||||||||||||||||
1092647|4718311||A1||6|26|ASHY-GRV-L|13||8.0|47|45.0|45|45|45|||||||||||||||45|5.2|5|2|2||2|2||
1092647|4718312||A2||26|44|ASHY-GRV-SL|10||9.0|36|55.0|50|50|50|||||||||||||||50|5.8|5|2|2||2|2||
1092647|4718313||Bw||44|56|ASHY-GRV-L|13||10.0|35|55.0|45|45|45|||||||||||||||45|5.6|5|3|2||2|2||
1092647|4718314||2Bw||56|84|GRV-SL|10||8.0|20|72.0|55|55|55|||||||||||||||55|5.4|5|3|3||2|2||
1092647|4718315||2C||84|100|GRV-SL|10||8.0|24|68.0|60|60|60|||||||||||||||60|5.8|5|1|1||2|2||
1092648|4718316||Oi||0|1|SPM||44||||||||||||||||||||||||||||||
1092648|4718317||A||1|17|GRX-L|13||9.0|41|50.0|65|65|65|||||||||||||||65|6.6|5|2|2||2|2||
1092648|4718318||Bw||17|36|GRX-L|13||10.0|43|47.0|75|75|75|||||||||||||||75|6.4|5|2|2||2|2||
1092648|4718319||R||36|46|BR||47||||||||||||||||||||||||||||||
1092649|4718320||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1092649|4718321||Oe||3|9|MPM||45||||||||||||||||||||||||||||||
1092649|4718322||A||9|15|ASHY-GRV-SIL|14||14.0|54|32.0|55|55|55|||||||||||||||55|6.1|5|2|2||2|2||
1092649|4718323||Bw||15|40|ASHY-GRV-SIL|14||12.0|58|30.0|50|50|50|||||||||||||||50|6.4|5|2|2||2|3||
1092649|4718324||2C1||40|60|GRX-SL|10||16.0|17|67.0|82|82|82|||||||||||||||82|6.6|5|2|2||2|2||
1092649|4718325||2C2||60|100|GRX-SL|10||16.0|19|65.0|65|65|65|||||||||||||||65|6.2|5|2|2||3|3||
1092650|4718326||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1092650|4718327||E||2|5|ASHY-L|13||14.0|51|35.0|2|2|2|||||||||||||||2|5.2|5|2|2||2|2||
1092650|4718328||Bw||5|24|ASHY-SIL|14||12.0|56|32.0|5|5|5|||||||||||||||5|5.8|5|2|2||2|2||
1092650|4718329||2E||24|58|ASHY-SIL|14||15.0|50|35.0|10|10|10|||||||||||||||10|6.0|5|2|3||1|3||
1092650|4718330||2Bt||58|100|ASHY-SIL|14||18.0|55|27.0|5|5|5|||||||||||||||5|6.0|5|2|3||1|1||
1092660|4718331||A1||0|15|GRV-L|13||12.0|48|40.0|45|45|45|||||||||||||||45|6.0|5|2|3||2|2||
1092660|4718332||A2||15|22|GRV-L|13||13.0|44|43.0|35|35|35|||||||||||||||35|5.8|5|2|2||2|2||
1092660|4718333||Bw1||22|31|GRV-L|13||15.0|47|38.0|45|45|45|||||||||||||||45|6.2|5|3|3||2|3||
1092660|4718334||Bw2||31|49|GRV-L|13||15.0|40|45.0|35|35|35|||||||||||||||35|6.4|5|3|3||3|3||
1092660|4718335||Bw3||49|65|GRV-L|13||17.0|38|45.0|50|50|50|||||||||||||||50|6.4|5|3|3||3|3||
1092661|4718336||A1||0|13|GR-SIL|14||18.0|57|25.0|15|15|15|||||||||||||||15||5|2|2||1|1||
1092661|4718337||A2||13|24|GR-SICL|18||25.0|60|15.0|27|27|27|||||||||||||||27||5|3|3||4|4||
1092661|4718338||Bt1||24|41|GRV-CL|17||24.0|51|25.0|35|35|35|||||||||||||||35||5|3|3||1|1||
1092661|4718339||Bt2||41|70|GRX-CL|17||28.0|42|30.0|75|75|75|||||||||||||||75||5|3|3||1|1||
1092661|4718340||R||70|80|BR||47||||||||||||||||||||||||||||||
1092662|4718341||A||0|18|GRV-SIL|14||21.0|59|20.0|40|40|40|||||||||||||||40||5|2|2||1|1||
1092662|4718342||Bt1||18|48|CBX-L|13||26.0|44|30.0|65|65|65|||||||||||||||65||5|3|3||1|1||
1092662|4718343||Bt2||48|72|CBX-L|13||24.0|41|35.0|70|70|70|||||||||||||||70||5|3|3||1|1||
1092662|4718344||R||72|82|BR||47||||||||||||||||||||||||||||||
1092663|4718345||A||0|12|GR-L|13||15.0|48|37.0|30|30|30|||||||||||||||30|7.2|5|2|2||3|3||
1092663|4718346||AB||12|26|GRV-SIL|14||18.0|52|30.0|35|35|35|||||||||||||||35|7.2|5|3|3||1|3||
1092663|4718347||Bt1||26|47|GRV-SIL|14||21.0|51|28.0|45|45|45|||||||||||||||45|7.4|5|4|3||1|1||
1092663|4718348||Bt2||47|63|GRX-CL|17||28.0|47|25.0|75|75|75|||||||||||||||75|7.7|5|4|3||4|1||
1092663|4718349||R||63|73|BR||47||||||||||||||||||||||||||||||
1092665|4718350||A||0|3|ASHY-GR-L|13||10.0|47|43.0|25|25|25|||||||||||||||25|6.4|5|2|3||2|2||
1092665|4718351||Bs1||3|19|ASHY-GRV-L|13||14.0|42|44.0|35|35|35|||||||||||||||35|5.4|5|3|3||2|2||
1092665|4718352||Bs2||19|41|ASHY-GRV-L|13||14.0|39|47.0|35|35|35|||||||||||||||35|5.4|5|3|3||2|2||
1092665|4718353||2BC||41|56|GRV-SL|10||18.0|28|54.0|45|45|45|||||||||||||||45|6.1|5|4|5||3|2||
1092665|4718354||2C||56|100|GRV-SCL|16||21.0|23|56.0|55|55|55|||||||||||||||55|6.3|5|5|4||3|3||
1092666|4718355||A1||0|12|GRX-COSL|9||13.0|31|56.0|90|90|90|||||||||||||||90|7.4|5||||2|2||
1092666|4718356||A2||12|32|GRX-L|13||15.0|45|40.0|75|75|75|||||||||||||||75|7.3|5||||3|2||
1092666|4718357||C1||32|67|CBX-L|13||16.0|42|42.0|65|65|65|||||||||||||||65|7.2|5||||3|2||
1092666|4718358||C2||67|105|CBX-L|13||16.0|35|49.0|75|75|75|||||||||||||||75|7.2|5||||2|2||
1154992|5685260||A||0|7|L|13||13.0|47|40.0|0||||||||||||||||||6.2|5|3|3||2|3||
1154992|5685261||Bt1||7|24|GR-SCL|16||27.0|25|48.0|28|28|28|||||||||||||||28|6.2|5|5|4||1|1||
1154992|5685262||Bt2||24|55|GRV-SCL|16||28.0|14|58.0|43|43|43|||||||||||||||43|6.2|5|5|4||1|1||
1154992|5685263||Bk||55|100|GRV-SCL|16||19.0|16|65.0|50|50|50|||||||||||||||50|8.0|4|3|3||3|3||
1154993|5685264||A1||0|6|ASHY-L|13||14.0|49|37.0|2|2|2|||||||||||||||2|6.2|5|2|3||3|3||
1154993|5685265||A2||6|42|L|13||17.0|36|47.0|5|5|5|||||||||||||||5|6.4|5|2|3||3|3||
1154993|5685266||A3||42|79|L|13||18.0|35|47.0|5|5|5|||||||||||||||5|6.6|5|2|3||3|3||
1154993|5685267||AC||79|100|FSL|11||16.0|26|58.0|5|5|5|||||||||||||||5|6.5|5|3|3||3|3||
1154994|5685268||A1||0|6|GRV-SL|10||11.0|29|60.0|51|51|51|||||||||||||||51|6.6|5|2|2||2|2||
1154994|5685269||A2||6|16|GRX-COSL|9||10.0|25|65.0|60|60|60|||||||||||||||60|7.0|5|2|2||2|2||
1154994|5685270||Bk1||16|34|GRX-COSL|9||10.0|30|60.0|70|70|70|||||||||||||||70|7.2|1|2|2||2|2||
1154994|5685271||Bk2||34|54|GRX-SL|10||12.0|18|70.0|70|70|70|||||||||||||||70|7.0|5|2|3||2|2||
1154995|5685272||Oi||0|1|SPM||44||||||||||||||||||||||||||||||
1154995|5685273||A||1|11|GR-L|13||20.0|40|40.0|20|20|20|||||||||||||||20|5.0|5|2|3||2|3||
1154995|5685274||Bw||11|20|BYX-L|13||22.0|33|45.0|80|80|80|||||||||||||||80|5.2|5|2|3||2|3||
1154995|5685275||R||20|30|BR||47||||||||||||||||||||||||||||||
1154996|5685276||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1154996|5685277||A1||2|8|STV-L|13||10.0|50|40.0|42|42|42|||||||||||||||42|6.3|5|2|2||2|2||
1154996|5685278||A2||8|25|CBX-L|13||11.0|49|40.0|71|71|71|||||||||||||||71|6.1|5|2|2||2|2||
1154996|5685279||Bw1||25|43|GRX-L|13||12.0|43|45.0|71|71|71|||||||||||||||71|6.2|5|2|3||2|2||
1154996|5685280||Bw2||43|62|GRX-L|13||11.0|39|50.0|81|81|81|||||||||||||||81|6.4|5|2|3||2|2||
1154997|5685285||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1154997|5685281||A||2|16|ASHY-GR-L|13||16.0|46|38.0|30|30|30|||||||||||||||30|6.2|5|2|2||3|2||
1154997|5685282||Bw1||16|27|ASHY-GR-L|13||12.0|45|43.0|25|25|25|||||||||||||||25|6.0|5|2|2||3|2||
1154997|5685283||Bw2||27|39|ASHY-CBX-L|13||13.0|41|46.0|60|60|60|||||||||||||||60|5.4|5|2|2||3|2||
1154997|5685284||2BC||39|63|STX-SCL|16||22.0|24|54.0|85|85|85|||||||||||||||85|5.8|5|3|3||3|3||
1154999|5685286||Oi||0|1|SPM||44||||||||||||||||||||||||||||||
1154999|5685287||A||1|7|CBV-COSL|9||12.0|23|65.0|56|56|56|||||||||||||||56|7.2|5|2|2||2|2||
1154999|5685288||Bk||7|64|CBX-SCL|16||23.0|19|58.0|66|66|66|||||||||||||||66|7.4|5|2|3||3|3||
1154999|5685289||Ck||64|75|CBX-SL|10||18.0|24|58.0|76|76|76|||||||||||||||76|7.8|5|2|3||3|3||
1155000|5685290||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1155000|5685291||Oe||3|6|MPM||45||||||||||||||||||||||||||||||
1155000|5685292||A1||6|17|CB-L|13||22.0|43|35.0|20|20|20|||||||||||||||20|6.8|5|3|3||1|3||
1155000|5685293||A2||17|33|CB-L|13||25.0|37|38.0|25|25|25|||||||||||||||25|7.0|5|3|4||1|1||
1155000|5685294||Bt1||33|65|CBV-CL|17||35.0|35|30.0|52|52|52|||||||||||||||52|6.6|5|5|4||4|4||
1155000|5685295||Bt2||65|95|CBV-CL|17||34.0|31|35.0|42|42|42|||||||||||||||42|6.9|5|5|4||4|4||
1155001|5685296||Oi||0|1|SPM||44||||||||||||||||||||||||||||||
1155001|5685297||Oe||1|2|MPM||45||||||||||||||||||||||||||||||
1155001|5685298||A1||2|9|L|13||18.0|44|38.0|2|2|2|||||||||||||||2|6.4|5|2|3||1|1||
1155001|5685299||A2||9|16|L|13||20.0|42|38.0|5|5|5|||||||||||||||5|6.3|5|3|4||1|1||
1155001|5685300||Bt||16|47|L|13||25.0|35|40.0|5|5|5|||||||||||||||5|6.4|5|3|4||1|1||
1155001|5685301||Btg||47|93|CBV-CL|17||33.0|27|40.0|35|35|35|||||||||||||||35|7.2|5|5|5||4|4||
1155002|5685302||A||0|18|SIL|14||23.0|49|28.0|2|2|2|||||||||||||||2|5.4|5|3|4||1|1||
1155002|5685303||Bw||18|32|L|13||25.0|47|28.0|3|3|3|||||||||||||||3|5.6|5|3|4||1|1||
1155002|5685304||Bt1||32|58|CL|17||30.0|45|25.0|10|10|10|||||||||||||||10|5.8|5|5|4||4|4||
1155002|5685305||Bt2||58|80|SICL|18||32.0|50|18.0|10|10|10|||||||||||||||10|6.2|5|5|4||4|4||
1155003|5685306||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1155003|5685307||Oe||3|6|MPM||45||||||||||||||||||||||||||||||
1155003|5685308||A||6|13|ASHY-GR-SIL|14||20.0|55|25.0|25|25|25|||||||||||||||25|5.3|5|2|3||3|3||
1155003|5685309||Bs||13|47|ASHY-CBV-L|13||14.0|48|38.0|46|46|46|||||||||||||||46|5.8|5|2|2||2|2||
1155003|5685310||2BC||47|78|CBX-L|13||24.0|36|40.0|60|60|60|||||||||||||||60|5.7|5|3|4||1|1||
1155004|5685311||Oi||0|14|SPM||44||||||||||||||||||||||||||||||
1155004|5685312||A||14|23|CB-L|13||15.0|35|50.0||25|25|||||||||||||||25|6.6|5|2|3||3|2||
1155004|5685313||Bw||23|63|GRV-L|13||19.0|31|50.0||50|50|||||||||||||||50|6.6|5|2|3||3|2||
1155004|5685314||BC||63|95|GRV-SCL|16||22.0|20|58.0||50|50|||||||||||||||50|6.5|5|3|3||1|3||
1155005|5685315||Oi||0|6|SPM||44||||||||||||||||||||||||||||||
1155005|5685316||A||6|12|ASHY-GRV-COSL|9||12.0|28|60.0|40|40|40|||||||||||||||40|6.6|5|2|2||2|2||
1155005|5685317||AE||12|21|ASHY-GRV-COSL|9||14.0|26|60.0|50|50|50|||||||||||||||50|6.5|5|2|2||2|2||
1155005|5685318||Bw1||21|53|GRX-SL|10||16.0|24|60.0|60|60|60|||||||||||||||60|6.4|5|2|3||2|2||
1155005|5685319||Bw2||53|95|CBX-SL|10||17.0|26|57.0|60|60|60|||||||||||||||60|6.4|5|3|3||3|2||
1155007|5685320||Oe||0|9|MPM||45||||||||||||||||||||||||||||||
1155007|5685321||A1||9|23|GRV-SL|10||15.0|30|55.0|50|50|50|||||||||||||||50|6.6|5|2|2||2|2||
1155007|5685322||A2||23|44|STX-SL|10||13.0|32|55.0|80|80|80|||||||||||||||80|6.7|5|1|1||2|2||
1155008|5685323||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1155008|5685324||Oe||4|8|MPM||45||||||||||||||||||||||||||||||
1155008|5685325||E||8|16|ASHY-SIL|14||13.0|47|40.0|5|5|5|||||||||||||||5|5.2|5|2|2||2|2||
1155008|5685326||Bs1||16|32|ASHY-L|13||16.0|49|35.0|5|5|5|||||||||||||||5|5.3|5|3|2||2|2||
1155008|5685327||Bs2||32|51|ASHY-L|13||14.0|41|45.0|1|1|1|||||||||||||||1|5.5|5|3|2||2|2||
1155008|5685328||2Bs3||51|67|ASHY-L|13||14.0|36|50.0|45|45|45|||||||||||||||45|5.4|5|3|3||2|2||
1155008|5685329||2BC||67|85|SCL|16||24.0|26|50.0|50|45|45|||||||||||||||45|5.6|5|5|4||1|3||
1155010|5685330||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1155010|5685331||Oe||3|6|MPM||45||||||||||||||||||||||||||||||
1155010|5685332||A||6|16|ASHY-L|13||16.0|48|36.0|25|25|25|||||||||||||||25|6.0|5|5|4||2|2||
1155010|5685333||Bw||16|38|ASHY-L|13||16.0|46|38.0|30|30|30|||||||||||||||30|6.1|5|5|4||2|2||
1155010|5685334||2EBt||38|70|L|13||20.0|30|50.0|52|52|52|||||||||||||||52|6.1|5|5|4||3|2||
1155010|5685335||2Bt||70|90|SCL|16||25.0|20|55.0|20|20|20|||||||||||||||20|6.4|5|3|3||3|3||
1155010|5685336||2BC||90|100|||||||60|60|60|||||||||||||||60|||||||||
1155011|5685337||A1||0|7|GRV-L|13||17.0|40|43.0|50|50|50|||||||||||||||50|6.5|5|2|2||3|2||
1155011|5685338||A2||7|22|GRX-L|13||16.0|41|43.0|55|55|55|||||||||||||||55|6.6|5|2|2||3|2||
1155011|5685339||Bw||22|41|GRX-L|13||19.0|41|40.0|70|70|70|||||||||||||||70|6.8|5|2|3||3|2||
1155011|5685340||BC||41|74|GRX-L|13||18.0|32|50.0|80|80|80|||||||||||||||80|6.7|5|2|3||1|3||
1155012|5685341||Oi||0|5|SPM||44||||||||||||||||||||||||||||||
1155012|5685342||A||5|17|GRV-L|13||17.0|45|38.0|40|40|40|||||||||||||||40|6.3|5|2|2||3|3||
1155012|5685343||Bw||17|47|GRX-L|13||20.0|35|45.0|60|60|60|||||||||||||||60|6.5|5|2|2||1|3||
1155012|5685344||BC||47|79|GRX-SCL|16||23.0|22|55.0|70|70|70|||||||||||||||70|6.6|5|2|3||3|3||
1155012|5685345||C||79|96|GRX-SCL|16||21.0|21|58.0|62|62|62|||||||||||||||62|6.7|5|2|3||3|3||
1155013|5685346||Oi||0|6|SPM||44||||||||||||||||||||||||||||||
1155013|5685347||E||6|10|ASHY-GR-SL|10||15.0|50|35.0|15|15|15|||||||||||||||15|5.2|5|2|2||2|2||
1155013|5685348||Bw||10|19|ASHY-GR-L|13||13.0|40|47.0|35|35|35|||||||||||||||35|5.5|5|2|2||2|2||
1155013|5685349||2Bt1||19|32|GR-L|13||21.0|32|47.0|35|35|35|||||||||||||||35|5.8|5|3|3||3|3||
1155013|5685350||2Bt2||32|54|GRV-SCL|16||22.0|23|55.0|45|45|45|||||||||||||||45|5.9|5|3|3||3|3||
1155013|5685351||2BC||54|83|GRV-COSL|9||18.0|22|60.0|65|65|65|||||||||||||||65|6.1|5|3|3||3|2||
1155014|5685352||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1155014|5685353||A||3|17|L|13||16.0|47|37.0|||||||||||||||||||6.2|5|2|3||3|2||
1155014|5685354||Bt||17|66|L|13||25.0|35|40.0|||||||||||||||||||6.1|5|2|3||1|3||
1155014|5685355||C||66|80|COSL|9||10.0|25|65.0|5|5|5|||||||||||||||5|6.5|5|3|3||2|2||
1155014|5685356||Cg||80|110|SIL|14||20.0|52|28.0|||||||||||||||||||6.2|5|3|4||1|1||
1155015|5685357||Oi||0|7|SPM||44||||||||||||||||||||||||||||||
1155015|5685358||Bw1||7|17|ASHY-GR-L|13||13.0|47|40.0|30|30|30|||||||||||||||30|6.4|5|2|2||3|3||
1155015|5685359||2Bw2||17|34|GRV-SL|10||13.0|29|58.0|40|40|40|||||||||||||||40|6.6|5|2|2||3|3||
1155015|5685360||2Bw3||34|54|GRV-SL|10||15.0|25|60.0|50|50|50|||||||||||||||50|6.6|5|2|3||3|3||
1155015|5685361||2BC||54|78|CBV-SL|10||15.0|20|65.0|55|55|55|||||||||||||||55|6.5|5|2|2||4|1||
1155016|5685362||Oi||0|1|SPM||44||||||||||||||||||||||||||||||
1155016|5685363||A||1|15|STV-SL|10||13.0|32|55.0|40|40|40|||||||||||||||40|6.2|5|2|2||3|2||
1155016|5685364||BC||15|49|GRV-L|13||15.0|40|45.0|45|45|45|||||||||||||||45||5|3|3||3|3||
1155016|5685365||C||49|80|GRX-LCOS|5||3.0|19|78.0|75|75|75|||||||||||||||75||5|1|1||2|2||
1155017|5685366||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1155017|5685367||A1||3|23|STX-ASHY-L|13||13.0|47|40.0|65|65|65|||||||||||||||65|6.6|5|2|2||2|2||
1155017|5685368||A2||23|41|STX-ASHY-L|13||15.0|42|43.0|65|65|65|||||||||||||||65|6.1|5|2|2||2|2||
1155017|5685369||Bs||41|53|CBX-ASHY-L|13||15.0|42|43.0|70|70|70|||||||||||||||70|5.8|5|2|2||2|2||
1155017|5685370||2Bw||53|71|CBX-L|13||14.0|36|50.0|70|70|70|||||||||||||||70|6.2|5|2|3||3|3||
1155017|5685371||2BC||71|80|STX-L|13||17.0|33|50.0|80|80|80|||||||||||||||80|6.3|5|2|3||1|3||
1155018|5685372||A1||0|6|ASHY-SIL|14||10.0|70|20.0|10|10|10|||||||||||||||10|5.4|5|2|2||2|2||
1155018|5685373||A2||6|22|ASHY-GR-SIL|14||11.0|71|18.0|15|15|15|||||||||||||||15|5.6|5|2|2||2|2||
1155018|5685374||Bw||22|37|BYV-ASHY-SIL|14||12.0|66|22.0|50|50|50|||||||||||||||50|5.8|5|2|2||2|2||
